1680873892.888029,-1,656,430,971,715,0,-1,-1,-1
1680873892.888029,-1,532,430,8,610,1,-1,-1,-1
1680873892.888029,-1,741,440,1268,600,2,-1,-1,-1
1680873892.888029,-1,586,450,369,715,3,-1,-1,-1
1680873892.987970,-1,659,430,970,715,0,-1,-1,-1
1680873892.987970,-1,743,440,1267,600,1,-1,-1,-1
1680873892.987970,-1,533,430,4,610,2,-1,-1,-1
1680873892.987970,-1,587,450,367,715,3,-1,-1,-1
1680873893.087975,-1,661,430,968,715,0,-1,-1,-1
1680873893.087975,-1,743,440,1279,605,1,-1,-1,-1
1680873893.087975,-1,562,420,12,605,2,-1,-1,-1
1680873893.087975,-1,589,450,366,715,3,-1,-1,-1
1680873893.188604,-1,661,430,972,715,0,-1,-1,-1
1680873893.188604,-1,740,440,1273,605,1,-1,-1,-1
1680873893.188604,-1,570,420,0,610,2,-1,-1,-1
1680873893.188604,-1,597,440,371,715,3,-1,-1,-1
1680873893.289491,-1,670,440,981,715,0,-1,-1,-1
1680873893.289491,-1,733,440,1273,610,1,-1,-1,-1
1680873893.289491,-1,602,440,373,715,2,-1,-1,-1
1680873893.289491,-1,583,420,1,625,3,-1,-1,-1
1680873893.390393,-1,671,440,976,715,0,-1,-1,-1
1680873893.390393,-1,732,440,1266,610,1,-1,-1,-1
1680873893.390393,-1,602,440,372,715,2,-1,-1,-1
1680873893.390393,-1,559,430,2,620,3,-1,-1,-1
1680873893.491308,-1,674,440,971,715,0,-1,-1,-1
1680873893.491308,-1,596,450,368,715,1,-1,-1,-1
1680873893.491308,-1,708,430,1266,610,2,-1,-1,-1
1680873893.491308,-1,558,430,12,620,3,-1,-1,-1
1680873893.592237,-1,754,440,1269,605,0,-1,-1,-1
1680873893.592237,-1,680,440,972,715,1,-1,-1,-1
1680873893.592237,-1,595,450,365,715,2,-1,-1,-1
1680873893.592237,-1,555,430,12,620,3,-1,-1,-1
1680873893.693178,-1,763,440,1274,605,0,-1,-1,-1
1680873893.693178,-1,685,440,970,715,1,-1,-1,-1
1680873893.693178,-1,604,440,361,715,2,-1,-1,-1
1680873893.693178,-1,546,430,10,610,3,-1,-1,-1
1680873893.794134,-1,766,440,1267,605,0,-1,-1,-1
1680873893.794134,-1,604,440,356,715,1,-1,-1,-1
