1685797234.244785,-1,737,420,1271,670,0,-1,-1,-1
1685797234.244785,-1,715,430,820,715,1,-1,-1,-1
1685797234.244785,-1,648,430,210,715,2,-1,-1,-1
1685797234.244785,-1,559,440,0,610,3,-1,-1,-1
1685797234.244785,-1,646,440,263,715,4,-1,-1,-1
1685797234.244785,-1,716,410,1263,545,5,-1,-1,-1
1685797234.345605,-1,722,410,1279,670,0,-1,-1,-1
1685797234.345605,-1,710,430,822,715,1,-1,-1,-1
1685797234.345605,-1,644,430,210,715,2,-1,-1,-1
1685797234.345605,-1,517,450,13,600,3,-1,-1,-1
1685797234.345605,-1,627,450,262,715,4,-1,-1,-1
1685797234.345605,-1,715,410,1268,545,5,-1,-1,-1
1685797234.446434,-1,734,420,1271,665,0,-1,-1,-1
1685797234.446434,-1,709,430,825,715,1,-1,-1,-1
1685797234.446434,-1,641,430,209,715,2,-1,-1,-1
1685797234.446434,-1,545,440,11,600,3,-1,-1,-1
1685797234.446434,-1,623,440,276,715,4,-1,-1,-1
1685797234.547275,-1,730,420,1278,665,0,-1,-1,-1
1685797234.547275,-1,643,430,212,715,1,-1,-1,-1
1685797234.547275,-1,710,430,826,715,2,-1,-1,-1
1685797234.547275,-1,585,430,8,610,3,-1,-1,-1
1685797234.547275,-1,714,410,1263,545,4,-1,-1,-1
1685797234.547275,-1,641,440,268,715,5,-1,-1,-1
1685797234.647872,-1,743,430,1276,665,0,-1,-1,-1
1685797234.647872,-1,645,430,223,715,1,-1,-1,-1
1685797234.647872,-1,700,420,837,715,2,-1,-1,-1
1685797234.647872,-1,595,430,11,610,3,-1,-1,-1
1685797234.647872,-1,708,410,1261,545,4,-1,-1,-1
1685797234.647872,-1,632,450,267,715,5,-1,-1,-1
1685797234.747812,-1,642,430,232,715,0,-1,-1,-1
1685797234.747812,-1,742,430,1269,665,1,-1,-1,-1
1685797234.747812,-1,698,420,838,715,2,-1,-1,-1
1685797234.747812,-1,566,440,1,615,3,-1,-1,-1
1685797234.747812,-1,707,410,1259,545,4,-1,-1,-1
1685797234.747812,-1,607,470,280,715,5,-1,-1,-1
1685797234.747812,-1,591,420,12,545,6,-1,-1,-1
1685797234.847744,-1,697,420,840,715,0,-1,-1,-1
1685797234.847744,-1,625,440,236,715,1,-1,-1,-1
1685797234.847744,-1,744,430,1274,665,2,-1,-1,-1
1685797234.847744,-1,595,430,7,615,3,-1,-1,-1
1685797234.847744,-1,708,410,1264,545,4,-1,-1,-1
1685797234.847744,-1,645,430,295,715,5,-1,-1,-1
1685797234.847744,-1,543,430,32,540,6,-1,-1,-1
1685797234.947672,-1,697,420,841,715,0,-1,-1,-1
1685797234.947672,-1,746,430,1269,660,1,-1,-1,-1
1685797234.947672,-1,623,440,239,715,2,-1,-1,-1
1685797234.947672,-1,592,430,8,615,3,-1,-1,-1
1685797234.947672,-1,644,430,294,715,4,-1,-1,-1
1685797234.947672,-1,714,410,1270,545,5,-1,-1,-1
1685797234.947672,-1,584,420,23,540,6,-1,-1,-1
1685797235.047593,-1,697,420,843,715,0,-1,-1,-1
1685797235.047593,-1,725,420,1270,660,1,-1,-1,-1
1685797235.047593,-1,594,430,11,615,2,-1,-1,-1
1685797235.047593,-1,624,440,243,715,3,-1,-1,-1
1685797235.047593,-1,632,440,296,715,4,-1,-1,-1
1685797235.047593,-1,710,410,1268,545,5,-1,-1,-1
1685797235.047593,-1,585,420,25,540,6,-1,-1,-1
1685797235.147510,-1,695,420,845,715,0,-1,-1,-1
1685797235.147510,-1,724,420,1269,660,1,-1,-1,-1
1685797235.147510,-1,624,440,244,715,2,-1,-1,-1
1685797235.147510,-1,632,440,298,715,3,-1,-1,-1
1685797235.147510,-1,623,420,12,615,4,-1,-1,-1
1685797235.147510,-1,707,410,1267,545,5,-1,-1,-1
1685797235.147510,-1,585,420,24,540,6,-1,-1,-1
1685797235.247419,-1,694,420,848,715,0,-1,-1,-1
1685797235.247419,-1,742,430,1273,660,1,-1,-1,-1
1685797235.247419,-1,631,440,246,715,2,-1,-1,-1
1685797235.247419,-1,633,440,301,715,3,-1,-1,-1
1685797235.247419,-1,594,430,4,620,4,-1,-1,-1
1685797235.247419,-1,743,420,1265,545,5,-1,-1,-1
1685797235.247419,-1,545,430,26,540,6,-1,-1,-1
1685797235.347324,-1,692,420,850,715,0,-1,-1,-1
1685797235.347324,-1,741,430,1279,665,1,-1,-1,-1
1685797235.347324,-1,632,440,249,715,2,-1,-1,-1
1685797235.347324,-1,633,440,304,715,3,-1,-1,-1
1685797235.347324,-1,564,440,11,620,4,-1,-1,-1
1685797235.347324,-1,704,410,1262,545,5,-1,-1,-1
1685797235.347324,-1,546,430,29,540,6,-1,-1,-1
1685797235.447222,-1,690,420,853,715,0,-1,-1,-1
1685797235.447222,-1,740,430,1268,660,1,-1,-1,-1
1685797235.447222,-1,633,440,309,715,2,-1,-1,-1
1685797235.447222,-1,632,440,253,715,3,-1,-1,-1
1685797235.447222,-1,565,440,9,620,4,-1,-1,-1
1685797235.447222,-1,739,420,1261,545,5,-1,-1,-1
1685797235.447222,-1,588,420,32,540,6,-1,-1,-1
1685797235.547116,-1,693,430,856,715,0,-1,-1,-1
1685797235.547116,-1,743,430,1273,660,1,-1,-1,-1
1685797235.547116,-1,631,440,310,715,2,-1,-1,-1
1685797235.547116,-1,559,440,3,620,3,-1,-1,-1
1685797235.547116,-1,615,450,254,715,4,-1,-1,-1
