1683360917.142427,-1,596,430,13,625,0,-1,-1,-1
1683360917.142427,-1,699,450,925,715,1,-1,-1,-1
1683360917.142427,-1,633,440,357,715,2,-1,-1,-1
1683360917.142427,-1,542,430,10,540,3,-1,-1,-1
1683360917.142427,-1,745,440,1266,620,4,-1,-1,-1
1683360917.242733,-1,596,430,12,625,0,-1,-1,-1
1683360917.242733,-1,633,440,356,715,1,-1,-1,-1
1683360917.242733,-1,699,450,925,715,2,-1,-1,-1
1683360917.242733,-1,542,430,11,540,3,-1,-1,-1
1683360917.242733,-1,749,440,1270,650,4,-1,-1,-1
1683360917.343053,-1,634,440,357,715,0,-1,-1,-1
1683360917.343053,-1,598,430,12,625,1,-1,-1,-1
1683360917.343053,-1,697,450,925,715,2,-1,-1,-1
1683360917.343053,-1,589,420,13,540,3,-1,-1,-1
1683360917.343053,-1,820,470,1266,630,4,-1,-1,-1
1683360917.443385,-1,634,440,362,715,0,-1,-1,-1
1683360917.443385,-1,598,430,1,630,1,-1,-1,-1
1683360917.443385,-1,687,440,920,715,2,-1,-1,-1
1683360917.443385,-1,548,430,19,540,3,-1,-1,-1
1683360917.543731,-1,635,440,365,715,0,-1,-1,-1
1683360917.543731,-1,573,440,3,630,1,-1,-1,-1
1683360917.543731,-1,685,440,917,715,2,-1,-1,-1
1683360917.543731,-1,503,440,15,540,3,-1,-1,-1
1683360917.643652,-1,625,450,367,715,0,-1,-1,-1
1683360917.643652,-1,574,440,6,630,1,-1,-1,-1
1683360917.643652,-1,683,440,915,715,2,-1,-1,-1
1683360917.643652,-1,458,450,19,540,3,-1,-1,-1
1683360917.743352,-1,634,440,365,715,0,-1,-1,-1
1683360917.743352,-1,600,430,6,630,1,-1,-1,-1
1683360917.743352,-1,692,450,915,715,2,-1,-1,-1
1683360917.743352,-1,502,440,15,540,3,-1,-1,-1
1683360917.743352,-1,786,459,1276,655,4,-1,-1,-1
1683360917.843042,-1,622,420,13,625,0,-1,-1,-1
1683360917.843042,-1,633,440,364,715,1,-1,-1,-1
1683360917.843042,-1,686,440,915,715,2,-1,-1,-1
1683360917.843042,-1,764,450,1271,655,3,-1,-1,-1
1683360917.843042,-1,542,430,16,540,4,-1,-1,-1
1683360917.942725,-1,640,430,359,715,0,-1,-1,-1
1683360917.942725,-1,613,420,3,625,1,-1,-1,-1
1683360917.942725,-1,689,440,916,715,2,-1,-1,-1
1683360917.942725,-1,748,440,1270,650,3,-1,-1,-1
1683360917.942725,-1,362,459,26,530,4,-1,-1,-1
1683360918.042398,-1,574,430,13,620,0,-1,-1,-1
1683360918.042398,-1,626,440,362,715,1,-1,-1,-1
1683360918.042398,-1,699,450,917,715,2,-1,-1,-1
1683360918.042398,-1,402,450,19,530,3,-1,-1,-1
1683360918.042398,-1,782,450,1271,645,4,-1,-1,-1
1683360918.142063,-1,572,430,10,620,0,-1,-1,-1
1683360918.142063,-1,626,440,361,715,1,-1,-1,-1
1683360918.142063,-1,701,450,917,715,2,-1,-1,-1
1683360918.142063,-1,444,440,20,530,3,-1,-1,-1
1683360918.142063,-1,784,450,1273,645,4,-1,-1,-1
1683360918.241718,-1,570,430,11,620,0,-1,-1,-1
1683360918.241718,-1,625,440,359,715,1,-1,-1,-1
1683360918.241718,-1,693,440,918,715,2,-1,-1,-1
1683360918.241718,-1,444,440,18,530,3,-1,-1,-1
1683360918.241718,-1,788,450,1275,645,4,-1,-1,-1
1683360918.341365,-1,569,430,7,620,0,-1,-1,-1
1683360918.341365,-1,701,450,919,715,1,-1,-1,-1
1683360918.341365,-1,625,440,358,715,2,-1,-1,-1
1683360918.341365,-1,791,450,1272,645,3,-1,-1,-1
1683360918.341365,-1,439,440,14,530,4,-1,-1,-1
1683360918.441003,-1,598,420,4,620,0,-1,-1,-1
1683360918.441003,-1,625,440,359,715,1,-1,-1,-1
1683360918.441003,-1,701,450,918,715,2,-1,-1,-1
1683360918.441003,-1,818,459,1270,645,3,-1,-1,-1
1683360918.441003,-1,394,450,16,530,4,-1,-1,-1
1683360918.540632,-1,597,420,3,620,0,-1,-1,-1
1683360918.540632,-1,635,430,362,715,1,-1,-1,-1
1683360918.540632,-1,701,450,918,715,2,-1,-1,-1
1683360918.540632,-1,444,440,24,530,3,-1,-1,-1
1683360918.540632,-1,778,450,1275,655,4,-1,-1,-1
1683360918.640731,-1,598,420,8,620,0,-1,-1,-1
1683360918.640731,-1,635,430,363,715,1,-1,-1,-1
1683360918.640731,-1,701,450,918,715,2,-1,-1,-1
1683360918.640731,-1,444,440,23,530,3,-1,-1,-1
1683360918.640731,-1,779,450,1272,660,4,-1,-1,-1
1683360918.741079,-1,569,430,8,620,0,-1,-1,-1
1683360918.741079,-1,624,440,360,715,1,-1,-1,-1
1683360918.741079,-1,693,440,917,715,2,-1,-1,-1
1683360918.741079,-1,444,440,27,530,3,-1,-1,-1
1683360918.741079,-1,757,440,1272,660,4,-1,-1,-1
1683360918.841442,-1,568,430,11,620,0,-1,-1,-1
1683360918.841442,-1,625,440,360,715,1,-1,-1,-1
1683360918.841442,-1,701,450,918,715,2,-1,-1,-1
1683360918.841442,-1,445,440,24,530,3,-1,-1,-1
1683360918.841442,-1,756,440,1278,660,4,-1,-1,-1
1683360918.941822,-1,566,430,9,620,0,-1,-1,-1
1683360918.941822,-1,624,440,359,715,1,-1,-1,-1
1683360918.941822,-1,693,440,919,715,2,-1,-1,-1
1683360918.941822,-1,491,430,19,530,3,-1,-1,-1
