1685000183.729752,-1,692,430,975,715,0,-1,-1,-1
1685000183.729752,-1,588,430,7,635,1,-1,-1,-1
1685000183.729752,-1,627,450,409,715,2,-1,-1,-1
1685000183.729752,-1,539,430,30,540,3,-1,-1,-1
1685000183.729752,-1,789,450,1273,625,4,-1,-1,-1
1685000183.829553,-1,559,440,4,635,0,-1,-1,-1
1685000183.829553,-1,693,430,977,715,1,-1,-1,-1
1685000183.829553,-1,635,440,409,715,2,-1,-1,-1
1685000183.829553,-1,535,430,27,540,3,-1,-1,-1
1685000183.829553,-1,790,450,1278,625,4,-1,-1,-1
1685000183.929350,-1,560,440,6,635,0,-1,-1,-1
1685000183.929350,-1,703,440,977,715,1,-1,-1,-1
1685000183.929350,-1,627,450,410,715,2,-1,-1,-1
1685000183.929350,-1,491,440,28,540,3,-1,-1,-1
1685000183.929350,-1,817,459,1279,625,4,-1,-1,-1
1685000184.029139,-1,693,430,979,715,0,-1,-1,-1
1685000184.029139,-1,563,440,11,635,1,-1,-1,-1
1685000184.029139,-1,628,450,409,715,2,-1,-1,-1
1685000184.029139,-1,497,440,18,545,3,-1,-1,-1
1685000184.029139,-1,790,450,1279,625,4,-1,-1,-1
1685000184.128924,-1,702,440,978,715,0,-1,-1,-1
1685000184.128924,-1,565,440,12,635,1,-1,-1,-1
1685000184.128924,-1,614,470,415,715,2,-1,-1,-1
1685000184.128924,-1,788,450,1273,625,3,-1,-1,-1
1685000184.128924,-1,499,440,19,545,4,-1,-1,-1
1685000184.228701,-1,702,440,977,715,0,-1,-1,-1
1685000184.228701,-1,566,440,12,635,1,-1,-1,-1
1685000184.228701,-1,614,470,417,715,2,-1,-1,-1
1685000184.228701,-1,787,450,1270,625,3,-1,-1,-1
1685000184.228701,-1,547,430,17,545,4,-1,-1,-1
1685000184.328476,-1,702,440,979,715,0,-1,-1,-1
1685000184.328476,-1,567,440,12,635,1,-1,-1,-1
1685000184.328476,-1,615,470,417,715,2,-1,-1,-1
1685000184.328476,-1,788,450,1271,625,3,-1,-1,-1
1685000184.328476,-1,501,440,18,545,4,-1,-1,-1
1685000184.428300,-1,702,440,980,715,0,-1,-1,-1
1685000184.428300,-1,567,440,11,635,1,-1,-1,-1
1685000184.428300,-1,615,470,417,715,2,-1,-1,-1
1685000184.428300,-1,760,440,1274,625,3,-1,-1,-1
1685000184.428300,-1,547,430,18,545,4,-1,-1,-1
1685000184.528120,-1,565,440,10,635,0,-1,-1,-1
1685000184.528120,-1,692,430,981,715,1,-1,-1,-1
1685000184.528120,-1,622,459,415,715,2,-1,-1,-1
1685000184.528120,-1,760,440,1274,625,3,-1,-1,-1
1685000184.528120,-1,546,430,16,545,4,-1,-1,-1
1685000184.627932,-1,563,440,7,635,0,-1,-1,-1
1685000184.627932,-1,692,430,982,715,1,-1,-1,-1
1685000184.627932,-1,623,459,414,715,2,-1,-1,-1
1685000184.627932,-1,542,430,12,545,3,-1,-1,-1
1685000184.627932,-1,791,450,1275,625,4,-1,-1,-1
1685000184.727740,-1,701,440,981,715,0,-1,-1,-1
1685000184.727740,-1,566,440,11,635,1,-1,-1,-1
1685000184.727740,-1,615,470,417,715,2,-1,-1,-1
1685000184.727740,-1,758,440,1277,625,3,-1,-1,-1
1685000184.727740,-1,546,430,21,545,4,-1,-1,-1
1685000184.827541,-1,702,440,981,715,0,-1,-1,-1
1685000184.827541,-1,566,440,12,635,1,-1,-1,-1
